Title,Authors,Year,Citation_Count,Venue,Link,Abstract,Relevance_Score,Is_Relevant,Relevance_Explanation,Key_Topics,Confidence,Analysis_Status,Search_Keyword,Scraped_At
"Artificial intelligence and education: A critical view through the lens of human rights, democracy and the rule of law",W Holmes; IA Chounta; B Wasson,2022.0,373,"W Holmes, J Persson, IA Chounta, B Wasson…","https://books.google.com/books?hl=en&lr=&id=RM-lEAAAQBAJ&oi=fnd&pg=PA5&dq=K12+education,+AI,+education&ots=gdcYOuXmu4&sig=92yFQQvaeqxUL612ZzGR7Sb-gmU","… K12: Children in primary and secondary education (ie from kindergarten to kindergarten to … the teaching of AI in education, which we refer to collectively as “AI and education” (AI&ED). …",0.8,True,"The paper explicitly addresses K12 education in the context of AI, focusing on human rights and democratic principles, making it strongly relevant to the intersection of AI and education.",K12 education; AI in education; human rights; democracy; rule of law,0.9,success,"K12 education, AI, education",2025-08-31T00:43:28.475278
Systematic Review of the Ethical Use of Artificial Intelligence (AI) Tools in Education,E Küçük; F Cincil,2025.0,0,"E Küçük, F Cincil, Y Karal",https://dergipark.org.tr/en/pub/akukeg/issue/91391/1584990,"… Additionally, researchers have proposed teacher well-being as an ethical principle when it comes to the use of AI in K12-education. Another code within the scope of do no harm is …",0.9,True,"The paper directly addresses AI in K12 education through a systematic review of ethical principles, including teacher well-being, demonstrating strong thematic and domain alignment.",AI ethics in education; K12 education applications; teacher well-being; systematic review methodology; do no harm principles,0.95,success,"K12 education, AI, education",2025-08-31T00:43:28.475281
The Current Trade-off Between Privacy and Equity in Educational Technology,RS Baker,2023.0,8,RS Baker,https://www.researchgate.net/profile/Ryan-Baker-2/publication/359710297_The_Current_Trade-off_Between_Privacy_and_Equity_in_Educational_Technology/links/624a84f97931cc7ccf13d2ad/The-Current-Trade-off-Between-Privacy-and-Equity-in-Educational-Technology.pdf,"… Over the next decades, it seems reasonable to expect increasing usage of more sophisticated automated artificial intelligence in K-12 education in the US and worldwide. …",0.8,True,"The paper explicitly discusses the use of artificial intelligence in K-12 education, directly aligning with the keyword topics, though its primary focus is on privacy-equity trade-offs rather than AI implementation details.",K-12 education; artificial intelligence; educational technology; privacy; equity,0.9,success,"K12 education, AI, education",2025-08-31T00:43:28.475284
Computational thinking education,SC Kong,2019.0,212,"SC Kong, H Abelson",https://library.oapen.org/handle/20.500.12657/23182,"… education in K-12, CT in K-12 STEM education and non-formal learning, teacher and mentor development in K-12 education, and CT in educational … in K-12 and K-12 STEM education; …",0.6,True,"The paper directly addresses K-12 education and computational thinking, which shares conceptual and methodological overlaps with AI education, though AI is not explicitly mentioned.",K-12 education; computational thinking; STEM education; teacher development; non-formal learning,0.8,success,"K12 education, AI, education",2025-08-31T00:43:28.475287
The ethics of using artificial intelligence in qualitative research,DT Marshall,2024.0,35,"DT Marshall, DB Naff",https://journals.sagepub.com/doi/abs/10.1177/15562646241262659,… professor of educational research in the College of Education at Auburn University. His research focuses on the impact of the COVID-19 pandemic on K-12 education and charter …,0.4,False,"The paper focuses on AI ethics in qualitative research methodology, with only peripheral mention of K-12 education in the author's background rather than as a primary focus of the paper itself.",AI ethics; qualitative research; research methodology; educational research,0.8,success,"K12 education, AI, education",2025-08-31T00:43:28.475290
Evidence and promises of AI predictions to understand student approaches to math learning in Abu Dhabi K12 public schools,X Miao; A Nadaf,2021.0,4,"X Miao, PK Mishra, A Nadaf",https://knepublishing.com/index.php/gespr/article/view/8458?utm_source=researcher_app&utm_medium=referral&utm_campaign=RESR_MRKT_Researcher_inbound,"… The main challenge with this model is to have measurable quality data that serve pedagogical purposes in K12 education. On the other hand, the main limitations of this study are …",0.9,True,"The paper directly addresses AI applications in K12 education, focusing on predictive models for math learning, aligning thematically and methodologically with the keywords.",AI predictions; K12 education; math learning; pedagogical data quality; student approaches,0.95,success,"K12 education, AI, education",2025-08-31T00:43:28.475293
Co-designing AI with youth partners: Enabling ideal classroom relationships through a novel AI relational privacy ethical framework,MA Chang; M Tissenbaum; TM Philip,2025.0,3,"MA Chang, M Tissenbaum, TM Philip…",https://www.sciencedirect.com/science/article/pii/S2666920X25000049,"… This need is particularly important as new applications for AI, such as AI-supported … possibilities for K-12 public schools, grounded within affordances, limitations, and tradeoffs of AI and …",0.85,True,"The paper directly addresses AI applications in K-12 education through co-design with youth, focusing on ethical frameworks and classroom implementation, making it strongly relevant to the keyword.",AI in K-12 education; ethical frameworks for AI; youth co-design; classroom relationships; AI privacy considerations,0.95,success,"K12 education, AI, education",2025-08-31T00:43:28.475297
Revolutionizing Education: Applications of Artificial Intelligence,N Taş,2023.0,3,N Taş,https://book.istes.org/index.php/ib/article/view/25,… German Research Center for Artificial Intelligence have invested heavily in AI. Education AI application development and … AI-enabled learning solutions can also be employed in K 12 …,0.85,True,"The paper explicitly mentions AI applications in K12 education and focuses on AI-enabled learning solutions, demonstrating strong thematic alignment with the keyword.",AI in education; K12 learning solutions; AI application development; Educational technology; AI-enabled learning,0.9,success,"K12 education, AI, education",2025-08-31T00:43:28.475300
Embedding Artificial Intelligent Applications in Higher Educational Institutions to Improve Students' Pronunciation Performance,MAI Al-Shallakh,2024.0,18,MAI Al-Shallakh,https://www.researchgate.net/profile/Emad-Alawad-2/publication/393479083_Improving_Student_Engagement_Referencing_Skills_and_Argument_Quality_via_Panel_Discussions_in_the_Prewriting_Phase_A_Case_Study/links/6874f41aae516743559cd1eb/Improving-Student-Engagement-Referencing-Skills-and-Argument-Quality-via-Panel-Discussions-in-the-Prewriting-Phase-A-Case-Study.pdf#page=297,"… , an Artificial Intelligence (AI) application, into higher education to … to the broader discourse on AI in education, highlighting the … pronunciation improvement in higher education. The study …",0.4,False,"The paper focuses exclusively on higher education and AI applications for pronunciation, with no mention of K12 education, resulting in only a tangential connection to the keyword.",Artificial Intelligence in education; Higher education; Pronunciation improvement; AI applications; Educational technology,0.9,success,"K12 education, AI, education",2025-08-31T00:43:32.262565
Identifying the ethical values and norms of artificial intelligence in education: a systematic literature review,B Agarwal; G van Lankveld; R Klemke,2024.0,6,"B Agarwal, C Urlings, G van Lankveld, R Klemke",https://files.de-1.osf.io/v1/resources/e7t3f_v1/providers/osfstorage/6720f920e0a27b40ee629611?action=download&direct&version=2,"… of Artificial Intelligence (AI) in our lives, including education, it … While the ethics of AI is widely researched, little attention has … educational level, only two of them address K-12 education. …",0.6,True,"The paper explicitly addresses AI in education and includes K-12 as a subset, though it is not the primary focus, with only two studies specifically covering this level.",AI ethics in education; systematic literature review; K-12 education subset; ethical norms; educational technology,0.8,success,"K12 education, AI, education",2025-08-31T00:43:32.262576
Virtually unprepared: Examining the preparation of K-12 online teachers,MK Barbour; J Siko; E Gross,2013.0,109,"MK Barbour, J Siko, E Gross…",https://www.igi-global.com/chapter/content/67971,"… This is unfortunate, as K-12 student success in online learning … education programs to equip all teachers with initial training in how to design, deliver, and – in particular – support K-12 …",0.4,False,"The paper focuses on teacher preparation for K-12 online education but lacks any explicit mention or implication of AI, making its connection to the AI component of the keyword only tangential.",K-12 online teaching; teacher preparation; online learning support; educational training programs,0.9,success,"K12 education, AI, education",2025-08-31T00:43:32.262581
AI hyped? A horizon scan of discourse on artificial intelligence in education (AIED) and development,S Nemorin; A Vlachidis; HM Ayerakwa,2023.0,265,"S Nemorin, A Vlachidis, HM Ayerakwa…",https://www.tandfonline.com/doi/abs/10.1080/17439884.2022.2095568,"… AI in education systems are being conceived, hyped, and potentially deployed into global education … equity, and inclusion, as well as human rights policies and procedures in K–12 and …",0.85,True,"The paper directly addresses AI in education with explicit mention of K-12 contexts, focusing on discourse analysis, equity implications, and deployment considerations within this domain.",AI in education discourse; K-12 education systems; equity and inclusion; AI deployment policies; human rights in education,0.9,success,"K12 education, AI, education",2025-08-31T00:43:32.262584
Improving K-12 pedagogy via a Cloud designed for education,J Ware; J Laboy,2013.0,135,"S Stein, J Ware, J Laboy, HE Schaffer",https://www.sciencedirect.com/science/article/pii/S0268401212000977,… to improve K-12 … for education can be applied to K-12 education's academic mission. It uses observations from a case study in North Carolina rural high schools using an educational …,0.6,True,"The paper directly addresses K-12 education and educational technology applications, but lacks explicit mention of AI, reducing its alignment with the full keyword scope.",K-12 pedagogy; cloud computing in education; educational technology implementation; rural high school case study; academic mission enhancement,0.8,success,"K12 education, AI, education",2025-08-31T00:43:32.262588
Foundation for the future of higher education or 'misplaced optimism'? Being human in the age of artificial intelligence,A Mohanty,2022.0,196,"A Alam, A Mohanty",https://link.springer.com/chapter/10.1007/978-3-031-23233-6_2,"… is to offer a synopsis of studies that examine AI’s potential contributions to higher education. … , AI-based educational and pedagogical tools are being introduced into higher education. …",0.4,False,"The paper focuses exclusively on AI in higher education, with no mention of K12 education, resulting in only a tangential thematic connection to the keyword.",AI in higher education; educational technology; pedagogical tools; artificial intelligence applications,0.9,success,"K12 education, AI, education",2025-08-31T00:43:32.262591
The Artificial Intelligence Assessment Scale (AIAS): A framework for ethical integration of generative AI in educational assessment,M Perkins; L Furze; J Roe,2024.0,151,"M Perkins, L Furze, J Roe…",https://search.informit.org/doi/abs/10.3316/informit.T2024092900003300954126858,Recent developments in Generative Artificial Intelligence (… to become a defining feature of education in coming decades. … tools into educational assessment: the AI Assessment Scale (…,0.8,True,"The paper directly addresses AI integration in educational assessment, which is a core component of K12 education, and provides a methodological framework applicable to this context.",generative AI; educational assessment; ethical integration; AI frameworks; assessment scales,0.9,success,"K12 education, AI, education",2025-08-31T00:43:32.262594
"Virtual and augmented reality effects on K-12, higher and tertiary education students' twenty-first century skills",G Papanastasiou; C Skianis; M Lytras,2019.0,627,"G Papanastasiou, A Drigas, C Skianis, M Lytras…",https://link.springer.com/article/10.1007/s10055-018-0363-2,"… K-12, higher and tertiary education students that highlight the theoretical and practical aspects of the use of VR/AR technology. On the other hand, these studies propose good practices …",0.4,False,"The paper focuses on VR/AR technology in education, which is adjacent to but distinct from AI, and while it includes K-12 education, the core topic does not align with AI applications or methodologies.",VR/AR technology; K-12 education; twenty-first century skills; educational practices; technology integration,0.9,success,"K12 education, AI, education",2025-08-31T00:43:32.262597
Sexual consent in K–12 sex education: An analysis of current health education standards in the United States,M Willis; KN Jozkowski,2019.0,147,"M Willis, KN Jozkowski, J Read",https://www.tandfonline.com/doi/abs/10.1080/14681811.2018.1510769,… education in K–12 sex education in selected US states took place. We found that a focus on sexual consent is generally not present in the health education … is powered by our AI driven …,0.2,False,"The paper focuses on sexual consent in K-12 sex education standards with only a passing mention of AI in the abstract, lacking substantive methodological, conceptual, or application connections to AI in education.",K-12 sex education; health education standards; sexual consent; US state policies; curriculum analysis,0.9,success,"K12 education, AI, education",2025-08-31T00:43:32.262601
Preparing K—12 teachers to teach online,,2004.0,117,"G Kearsley, R Blomeyer",https://www.jstor.org/stable/44428876,"… Regional Educational Laboratory (NCREL). While the focus of the discussion is K-12, most of these issues also apply to higher education faculty and instructors in the training domain. …",0.3,False,"The paper focuses on preparing K-12 teachers for online instruction but lacks any mention of AI, making its connection to the keyword 'AI' absent and overall relevance weak.",K-12 teacher preparation; online teaching; professional development,0.9,success,"K12 education, AI, education",2025-08-31T00:43:32.262603
Large language models in education: Vision and opportunities,,2023.0,179,"W Gan, Z Qi, J Wu, JCW Lin",https://ieeexplore.ieee.org/abstract/document/10386291/,"… LLMs allows for their application across a wide range of educational contexts, from K-12 … We believe that AI-driven education is one of the most innovative and forward-looking …",0.9,True,"The paper explicitly addresses K-12 education and AI-driven education through the application of large language models, demonstrating direct thematic alignment with the keyword.",Large language models; K-12 education; AI-driven education; Educational applications; Innovation in education,0.95,success,"K12 education, AI, education",2025-08-31T00:43:32.262606
Teachers' Motivations to Learn about ML and AI,E Tshukudu; J Waite; S Rizvi; S Sentance,2022.0,3,"E Tshukudu, J Waite, S Rizvi, S Sentance",https://dl.acm.org/doi/abs/10.1145/3502717.3532148,… the concepts and appropriateness of teaching ML and AI in the classroom. We will also … AI because we believe it may be important for predicting and influencing the successful K-12 …,0.85,True,"The paper directly addresses K-12 education through its focus on teacher motivations for learning about AI/ML, with explicit mention of K-12 contexts in the abstract and clear thematic alignment with AI in education.",K-12 education; AI in teaching; teacher professional development; machine learning education; classroom integration of AI,0.9,success,"K12 education, AI, education",2025-08-31T00:43:32.262609
Algorithms of education: How datafication and artificial intelligence shape policy,KN Gulson; S Sellar; PT Webb,2022.0,109,"KN Gulson, S Sellar, PT Webb","https://books.google.com/books?hl=en&lr=&id=hWlnEAAAQBAJ&oi=fnd&pg=PT5&dq=K12+education,+AI,+education&ots=Sk4GzlzwHN&sig=3JBxbjZXZ_upfB7fhp0hqajGjvA","… not aware of the presence of algorithms and AI. While “robots in the … AI in education, in this book we consider how machines are complementing and extending contemporary education …",0.7,True,"The paper focuses on AI's role in shaping education policy and practice, directly addressing AI in education, though K12 specificity is not explicit but contextually implied in modern educational systems.",AI in education; datafication; education policy; algorithmic influence; technology integration,0.8,success,"K12 education, AI, education",2025-08-31T00:43:32.262611
An xr environment for ai education: Design and first implementation,Y Gu; MA Feijoo-Garcia,2024.0,3,"Y Gu, MA Feijoo-Garcia, Y Zhang…",https://ieeexplore.ieee.org/abstract/document/10536585/,"… AI, and educational technology researchers that has set out to harness the potential of VR/AR in AI education… novel immersive visualization system for AI education, and we present its …",0.6,True,"The paper focuses on AI education using XR technologies, which aligns with the 'AI' and 'education' components of the keyword, but lacks explicit mention of K12 education, making the connection moderate rather than direct.",AI education; immersive visualization; XR environment; educational technology; VR/AR applications,0.8,success,"K12 education, AI, education",2025-08-31T00:43:32.262614
Unpacking the “Black Box” of AI in education,N Gillani; R Eynon,2023.0,193,"N Gillani, R Eynon, C Chiabaut, K Finkel",https://www.jstor.org/stable/48707970,"… application of AI to the field of education. Before delving into these risks, we expand on two schools of AI that are frequently used in education—machine learning and rule-based AI—…",0.7,True,"The paper explicitly addresses AI in education, including methodologies like machine learning and rule-based AI, which are applicable to K12 contexts, though it does not specify K12 as the exclusive focus.",AI in education; machine learning; rule-based AI; educational technology; AI risks and applications,0.8,success,"K12 education, AI, education",2025-08-31T00:43:32.262618
Artificial intelligence in education: an argument of Chat-GPT use in education,H Allam; J Dempere; V Akre; D Parakash,2023.0,117,"H Allam, J Dempere, V Akre, D Parakash…",https://ieeexplore.ieee.org/abstract/document/10184267/,… education more interactive and engaging. One possible step The way forward in this field is through the use of generative artificial intelligence.… of artificial intelligence in education and …,0.8,True,"The paper directly addresses AI in education, specifically generative AI like ChatGPT, which aligns thematically with the keyword's focus on AI and education, though K12 is not explicitly mentioned but is a core application domain.",artificial intelligence in education; generative AI; ChatGPT; interactive learning; educational technology,0.9,success,"K12 education, AI, education",2025-08-31T00:43:32.262620
Use of three‐dimensional (3‐D) immersive virtual worlds in K‐12 and higher education settings: A review of the research,KF Hew; WS Cheung,2010.0,893,"KF Hew, WS Cheung",https://bera-journals.onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-8535.2008.00900.x,… virtual worlds in education settings such as K-12 and higher education. Three questions … Several recommendations for future research related to virtual worlds in education settings …,0.4,False,"The paper focuses on immersive virtual worlds in K-12 and higher education but lacks any mention of AI, making the connection to the keyword 'AI' indirect and thematic overlap limited to the broader education context.",K-12 education; immersive virtual worlds; educational technology; higher education; literature review,0.9,success,"K12 education, AI, education",2025-08-31T00:43:32.262623
Examining Learning Opportunities for Integrating AI Education in English Language Art Classrooms,C Tatar; S Jiang; J Chao; K Wiedemann,2022.0,1,"C Tatar, S Jiang, J Chao, K Wiedemann…",https://repository.isls.org/handle/1/8737,… This study contributes to the K-12 AI education on integrating an accessible text mining learning environment into ELA classrooms to engage high school students in developing an …,0.9,True,"The paper directly focuses on integrating AI education into K-12 English Language Arts classrooms, aligning with all three keywords through its examination of AI tools, educational context, and K-12 application.",K-12 AI education; text mining in ELA; high school student engagement; AI learning environments; curriculum integration,0.95,success,"K12 education, AI, education",2025-08-31T00:43:32.262626
"Trends and topics in educational technology, 2022 edition",R Kimmons; JM Rosenberg,2022.0,51,"R Kimmons, JM Rosenberg",https://link.springer.com/article/10.1007/s11528-022-00713-0,"… size, the K-12 community was much more active than the higher education community. … to focus on issues of #education and #learning, as well as emerging topics like #ai, #vr, and #…",0.8,True,"The paper directly addresses K-12 education activity and explicitly includes AI as an emerging topic within educational technology, aligning with all three keyword components.",K-12 education; Artificial Intelligence (AI); Educational technology trends; Emerging technologies in education; Learning and education focus,0.9,success,"K12 education, AI, education",2025-08-31T00:43:32.262629
Data Driven Approaches to Integrating AI in K-12 Education Using Social Media Analysis,H Kalva; H Zhuang,,0,"PI Team, H Kalva, H Zhuang, N Romance",https://stelar.edc.org/sites/default/files/2024-09/Rapid%20Project%20Brief.pdf,"… Despite this growing adoption, opinions on AI tools in education are mixed. Our teacher-AI teaming designs leverage Pea’s ideas of intelligence distributed (Pea, 1993) ""across minds, …",0.9,True,"The paper directly addresses the integration of AI in K-12 education through data-driven methods and teacher-AI teaming, aligning perfectly with all three keywords.",AI in K-12 education; teacher-AI collaboration; social media analysis; data-driven educational approaches; distributed intelligence,0.95,success,"K12 education, AI, education",2025-08-31T00:43:32.262632
Development of an artificial intelligence curriculum design for children in Taiwan and its impact on learning outcomes,XZ Li; X Kang,2024.0,15,"HG Zhao, XZ Li, X Kang",https://www.nature.com/articles/s41599-024-03839-z,"… This work provides valuable experience and guidance for the future integration of AI technology in children’s education, offering practical guidelines for teachers and researchers on …",0.9,True,"The paper directly focuses on developing an AI curriculum for children, explicitly addressing K12 education and AI integration in educational contexts.",AI curriculum design; children's education; learning outcomes; teacher guidelines; technology integration,0.95,success,"K12 education, AI, education",2025-08-31T00:43:35.459577
Multidimensional Optimization of Chinese Online K12 Education Platforms Based on AHP-CRITIC,,2025.0,0,L Lu,http://apjcriweb.org/content/vol11no6/21.pdf,"… quality evaluation system for K12 online education platforms. A … quality evaluation of K12 online education platforms and … of the online education industry, fostering educational equity, …",0.6,True,"The paper focuses on K12 online education platforms and quality evaluation, aligning directly with K12 education and education broadly, but lacks explicit mention or integration of AI methodologies or applications.",K12 online education; quality evaluation system; educational equity; AHP-CRITIC method; platform optimization,0.8,success,"K12 education, AI, education",2025-08-31T00:43:35.459587
A systematic literature review of knowledge graph construction and application in education,B Abu-Salih; S Alotaibi,2024.0,67,"B Abu-Salih, S Alotaibi",https://www.cell.com/heliyon/fulltext/S2405-8440(24)01414-2,"… topics, educational resources (including teaching materials and exercises), and external heterogeneous data sources related to K-12 education. KG visualization in education is a …",0.7,True,"The paper directly addresses K-12 education in its scope and applies knowledge graph construction, an AI methodology, to educational contexts, aligning thematically with the keywords.",knowledge graph construction; K-12 education resources; educational data integration; AI in education; systematic literature review,0.9,success,"K12 education, AI, education",2025-08-31T00:43:35.459592
The negative impacts of AI tools on students in academic and real-life performance,JY Basha,2024.0,26,JY Basha,https://nsfjournals.com/article-files/pdf/WyWmemNe8hyG6vgiQoPO-1723214664.pdf,… (2022) Artifcial intelligence in education: Addressing ethical challenges in K‑12 settings this … while utilizing AI applications among the K12 students in the educational contexts. To …,0.9,True,"The paper directly addresses AI applications in K-12 education, focusing on ethical challenges and impacts on student performance, aligning precisely with the keyword's scope.",AI in K-12 education; ethical challenges of AI tools; student academic performance; real-life impacts of AI; educational technology applications,0.95,success,"K12 education, AI, education",2025-08-31T00:43:35.459595
Integrating AI with emotional and social learning in primary education: Developing a holistic adaptive learning ecosystem,OT Akintayo; CA Eden; OO Ayeni,2024.0,33,"OT Akintayo, CA Eden, OO Ayeni…",https://www.researchgate.net/profile/Nneamaka-Onyebuchi-4/publication/390244433_Integrating_AI_with_emotional_and_social_learning_in_primary_education_Developing_a_holistic_adaptive_learning_ecosystem/links/67e78b6803b8d7280e0fa184/Integrating-AI-with-emotional-and-social-learning-in-primary-education-Developing-a-holistic-adaptive-learning-ecosystem.pdf,… integrating AI-driven tools and platforms into SEL initiatives. The importance of integrating AI with SEL in primary education … The potential benefits of integrating AI with SEL are manifold. …,0.8,True,"The paper directly addresses AI integration in primary education (a subset of K12) and focuses on educational applications, though it emphasizes social-emotional learning rather than broader K12 AI education topics.",AI in education; adaptive learning systems; social-emotional learning; primary education technology; AI-driven educational tools,0.9,success,"K12 education, AI, education",2025-08-31T00:43:35.459599
Environmental education and K-12 student outcomes: A review and analysis of research,NM Ardoin; AW Bowers; NW Roth,2018.0,460,"NM Ardoin, AW Bowers, NW Roth…",https://www.tandfonline.com/doi/abs/10.1080/00958964.2017.1366155,… -reviewed articles related to environmental education with K-12 students and published over a … Recommended articles lists articles that we recommend and is powered by our AI driven …,0.3,False,"The paper focuses on environmental education outcomes in K-12 settings with only incidental mention of AI as a tool for article recommendation, lacking substantive thematic or methodological connections to AI in education.",environmental education; K-12 student outcomes; literature review; educational research; evidence synthesis,0.9,success,"K12 education, AI, education",2025-08-31T00:43:35.459601
Revisiting Generalizability Theory in the Age of Artificial Intelligence: Implications for Empirical Educational Research,,2025.0,0,B Degen,https://www.sciencedirect.com/science/article/pii/S2666557325000370,The rise of AI in education presents both transformative opportunities and methodological challenges. This paper revisits Generalizability Theory (G-Theory) as a robust framework to …,0.7,True,"The paper explicitly addresses AI in education and revisits Generalizability Theory as a methodological framework for empirical educational research, directly connecting to AI's role in educational contexts, though K12 is not explicitly mentioned but implied in educational applications.",Artificial Intelligence in Education; Generalizability Theory; Empirical Educational Research; Methodological Challenges; Educational Measurement,0.85,success,"K12 education, AI, education",2025-08-31T00:43:35.459605
How AI Works Let's unlock the magic behind AI,,2025.0,0,I Anom,https://www.academia.edu/download/123343186/AI_for_Kids_Smart_Fun_and_Helpful.pdf,"… We believe early AI education can empower children to understand the AI … AI to K-12 students. Inspired by CSTA&#39;s national standards for K-12 computing education, the AI for K-12 …",0.9,True,"The paper directly focuses on integrating AI education into K-12 curricula, aligning with CSTA standards and emphasizing early AI literacy for students.",AI education; K-12 computing standards; early childhood AI literacy; curriculum development; educational empowerment,0.95,success,"K12 education, AI, education",2025-08-31T00:43:35.459607
Computers in education: A brief history,,1997.0,515,A Molnar,https://thejournal.com/articles/1997/06/01/computers-in-education-a-brief-history.aspx?Page=1&m=1,"… AI-Native Learning Platform A new K-12 learning platform aims to bring personalized education … Kira, one of the latest ed tech ventures from Andrew Ng, former director of Stanford's AI …",0.8,True,"The paper directly addresses K-12 education through an AI-native learning platform and discusses AI's role in personalized education, aligning strongly with the keywords.",K-12 education; AI in education; personalized learning; ed tech platforms; AI-native systems,0.9,success,"K12 education, AI, education",2025-08-31T00:43:35.459610
“ChatGPT seems too good to be true”: College students' use and perceptions of generative AI,C Baek; T Tate; M Warschauer,2024.0,89,"C Baek, T Tate, M Warschauer",https://www.sciencedirect.com/science/article/pii/S2666920X24000973,… job displacement due to the advent of generative AI. Higher-income students generally viewed … and marginalize within educational settings; we advocate for equitable integration of AI in …,0.6,True,"The paper focuses on AI in higher education and equity concerns, which conceptually overlaps with K12 education's AI integration challenges, though it does not directly address the K12 context.",generative AI; educational equity; student perceptions; AI integration; job displacement concerns,0.8,success,"K12 education, AI, education",2025-08-31T00:43:35.459613
Becoming Fei: An Educational Game for AI and Data Science Education for Novice Learners,N Wang,2025.0,0,"N Wang, B Fu, B Dincer, O Masur, D Faizi…",https://link.springer.com/chapter/10.1007/978-3-031-93746-0_6,"… While AI education has long been absent from K-12 … the integration of AI into K-12 schools by defining AI literacy [23] … in youth AI education have been experimenting with teaching AI, …",0.9,True,"The paper directly addresses AI education in K-12 settings through an educational game, explicitly targeting novice learners and discussing AI literacy integration.",K-12 AI education; AI literacy; educational games; novice learners; youth AI teaching,0.95,success,"K12 education, AI, education",2025-08-31T00:43:35.459616
"A meta systematic review of artificial intelligence in higher education: A call for increased ethics, collaboration, and rigour",M Bond; H Khosravi; M De Laat; N Bergdahl,2024.0,445,"M Bond, H Khosravi, M De Laat, N Bergdahl…",https://link.springer.com/article/10.1186/s41239-023-00436-z,"… in some way (see OSF Footnote 15 ), ie the results are combined with other study levels such as K-12, but it was decided not to include them in this article, to ensure that all results …",0.3,False,"The paper explicitly excludes K-12 education data from its analysis to focus solely on higher education, making its connection to K-12 education indirect and tangential despite the broader AI in education context.",artificial intelligence in higher education; systematic review methodology; research ethics in AI education,0.9,success,"K12 education, AI, education",2025-08-31T00:43:35.459619
Serious games in science education: a systematic literature,M Ullah; SU Amin; M Munsif; MM Yamin,2022.0,145,"M Ullah, SU Amin, M Munsif, MM Yamin…",https://www.sciencedirect.com/science/article/pii/S2096579622000201,"… education to reveal research trends and patterns. We discussed the role of virtual reality (VR), AI, and … This review paper examined three-dimensional (3D) virtual reality (VR) in K-12 ed…",0.7,True,"The paper directly addresses K-12 education and includes AI as a discussed component within serious games and science education, though AI is not the primary focus.",K-12 education; serious games; AI in education; science education; virtual reality,0.85,success,"K12 education, AI, education",2025-08-31T00:43:35.459622
Explaining AI to Students: Cognitive Strategies for Teaching AI Concepts to K-12 Learners,,2024.0,0,NJ Besas,https://researchvision.us/index.php/cognify/article/view/55,"… Introducing artificial intelligence (AI) concepts to K-12 students requires thoughtful integration of … to make AI education accessible, engaging, and age-appropriate for K-12 learners. …",0.95,True,"The paper directly focuses on teaching AI concepts within K-12 education, aligning perfectly with all three keywords through its explicit discussion of pedagogical strategies and cognitive approaches for this demographic.",AI education; K-12 pedagogy; cognitive strategies; age-appropriate curriculum; teaching methodologies,0.98,success,"K12 education, AI, education",2025-08-31T00:43:35.459625
Building Successful STEM Partnerships in Education: Strategies for Enhancing Collaboration,AC Borowczak; M Borowczak,2025.0,0,"AC Borowczak, TJ Kilty, M Borowczak",https://www.mdpi.com/2227-7102/15/7/893,"… in terms of K-12/secondary and collegiate engineering education included the … in education and engineering, emerging AI–human collaborations introduce new challenges. While AI …",0.6,True,"The paper mentions K-12 education and AI-human collaborations in the context of STEM partnerships, indicating moderate thematic overlap with the keywords, though AI is not the primary focus.",K-12 education; STEM partnerships; AI-human collaboration; engineering education; educational strategies,0.8,success,"K12 education, AI, education",2025-08-31T00:43:35.459628
Applying large language models and chain-of-thought for automatic scoring,GG Lee; E Latif; X Wu; N Liu; X Zhai,2024.0,155,"GG Lee, E Latif, X Wu, N Liu, X Zhai",https://www.sciencedirect.com/science/article/pii/S2666920X24000146,"This study investigates the application of large language models (LLMs), specifically GPT-3.5 and GPT-4, with Chain-of-Though (CoT) in the automatic scoring of student-written …",0.8,True,"The paper directly applies AI (LLMs and CoT) to automate scoring in educational contexts, with student-written responses implying K12 relevance, though not explicitly stated.",large language models; automatic scoring; student-written responses; Chain-of-Thought; educational assessment,0.9,success,"K12 education, AI, education",2025-08-31T00:43:35.459631
The potential and implications of artificial intelligence in Bangladesh's early career planning education,MA Shabur,2024.0,14,MA Shabur,https://link.springer.com/article/10.1007/s44282-024-00072-6,"… In response to the rising need for skilled IT workers, developed nations like the United States and Europe have increased their spending on K-12 education. The United States …",0.6,True,"The paper discusses K-12 education in the context of AI-driven career planning, but its primary focus is on Bangladesh's specific context rather than general AI applications in education.",K-12 education; artificial intelligence; career planning; IT workforce development; education policy,0.8,success,"K12 education, AI, education",2025-08-31T00:43:35.459634
Exploring the methodological contexts and constraints of research in artificial intelligence in education,IA Chounta; B Limbu,2024.0,2,"IA Chounta, B Limbu, L van der Heyden",https://link.springer.com/chapter/10.1007/978-3-031-63028-6_13,"… use of AI in specific levels of formal education, such as K-12 [… regarding the AI technologies used for all education levels … typically employed by AI applications in education. Additionally, …",0.7,True,"The paper explicitly mentions K-12 education in the context of AI applications and discusses methodological aspects of AI research across all education levels, providing strong thematic alignment with the keywords.",K-12 education; artificial intelligence in education; methodological contexts; AI technologies; formal education levels,0.9,success,"K12 education, AI, education",2025-08-31T00:43:35.459637
