Title,Authors,Year,Citation_Count,Venue,Link,Abstract,Relevance_Score,Relevance_Explanation,Key_Topics,Confidence
Designing game-based learning for high school artificial intelligence education,M Leitner; E Greenwald; N Wang,2023.0,36,"M Leitner, E Greenwald, N Wang…",https://link.springer.com/article/10.1007/s40593-022-00327-w,… is an excellent fit for AI education due to the commonality of problem solving in both game playing and AI. … How can we best prepare K-12 students as citizens of a world dependent on …,0.9,"The paper directly addresses K-12 AI education through game-based learning, explicitly targeting high school students and aligning with AI problem-solving concepts.",K-12 education; artificial intelligence education; game-based learning; problem solving; high school curriculum,0.95
Role of Stakeholders in Improving AI Competencies in K-12 Classrooms,P Khazanchi; R Khazanchi,2025.0,1,"P Khazanchi, R Khazanchi",https://www.learntechlib.org/p/225589/,"… and effective use of AI tools in K-12 education. It highlights how stakeholders can address the challenges and opportunities to improve AI competencies in K-12 classrooms. Librarians, …",0.9,"The paper directly addresses AI integration and competency development in K-12 education, with explicit focus on stakeholders' roles, aligning perfectly with all three keywords.",AI competencies in K-12; stakeholder roles in AI education; AI tools in classrooms; K-12 AI education challenges; librarians in AI integration,0.95
Teachers' perspective on artificial intelligence education: An initial investigation,G Schiavo; M Zancanaro,2022.0,156,"S Polak, G Schiavo, M Zancanaro",https://dl.acm.org/doi/abs/10.1145/3491101.3519866,"… ) have formulated fve big ideas about AI, which they believe every student in K-12 Education should learn about [23]. Examples are the idea that computers can learn from data and that …",0.9,"The paper directly investigates AI education from teachers' perspectives within K-12 education, aligning perfectly with all three keywords through its focus on curriculum implementation and pedagogical considerations.",K-12 AI curriculum; Teacher perspectives on AI education; Big ideas in AI for students; Computer learning from data; AI literacy in schools,0.95
Exploring the Role of AI in K12: Are Robot Teachers Taking Over?,SFA Hossain,2021.0,4,"SFA Hossain, M Nurunnabi, AH Nadi…",https://www.igi-global.com/chapter/exploring-the-role-of-ai-in-k12/275651,"… This chapter is a step-by-step guideline about AI-enhanced teaching and learning in educational development. Besides, the chapter is a representation of whether robot teachers are …",0.9,"The paper directly addresses AI applications in K12 education, focusing on AI-enhanced teaching and the concept of robot teachers, aligning perfectly with the keyword's scope.",AI in education; K12 teaching methods; robot teachers; educational technology integration; AI-enhanced learning,0.95
Creation and evaluation of a pretertiary artificial intelligence (AI) curriculum,TKF Chiu; CS Chai; I King,2021.0,410,"TKF Chiu, H Meng, CS Chai, I King…",https://ieeexplore.ieee.org/abstract/document/9455898/,"… This curriculum is supported by the Microsoft K12 education transformation framework. In Australia, courses with teaching and learning resources include foundation knowledge that …",0.9,"The paper directly addresses K12 education through its curriculum design, focuses on artificial intelligence as the core subject matter, and contributes to the broader education field with practical teaching resources and framework integration.",K12 AI curriculum; Microsoft education framework; pretertiary education resources; AI foundation knowledge; teaching and learning materials,0.95
Teachers' readiness and intention to teach artificial intelligence in schools,MA Ayanwale; IT Sanusi; OP Adelana,2022.0,429,"MA Ayanwale, IT Sanusi, OP Adelana…",https://www.sciencedirect.com/science/article/pii/S2666920X22000546,… of artificial intelligence (AI) as a subject to be incorporated into K-12 educational levels … the emerging subject as the success of AI education would probably be closely dependent on the …,0.9,"The paper directly addresses the integration of AI into K-12 education, focusing on teacher readiness and intention, which aligns perfectly with the keyword's focus on K12 education, AI, and education.",K-12 AI education; teacher readiness; AI curriculum integration; educational implementation; teacher intention,0.95
AI-Integrated Scaffolding to Enhance Agency and Creativity in K-12 English Language Learners: A Systematic Review,J Wilson,2025.0,1,"M Li, J Wilson",https://www.mdpi.com/2078-2489/16/7/519,"… To understand how AI can support writing education without compromising student autonomy, this literature review draws on two foundational theories: sociocultural theory and …",0.9,"The paper directly addresses AI integration in K-12 education, specifically focusing on English language learners' writing, aligning with all three keywords through its thematic focus and application domain.",AI in K-12 education; scaffolding for language learning; student agency and creativity; sociocultural theory in education; systematic review methodology,0.95
How artificial intelligence will impact K-12 teachers,,2020.0,171,"J Bryant, C Heitz, S Sanghvi, D Wagle",https://www.mckinsey.com/~/media/McKinsey/Industries/Public%20and%20Social%20Sector/Our%20Insights/How%20artificial%20intelligence%20will%20impact%20K%2012%20teachers/How-artificial-intelligence-will-impact-K-12-teachers.pdf,"… to teachers is the news that some education professors have even gone so far as to suggest that teachers can be replaced by robots, computers, and artificial intelligence (AI).…",0.9,"The paper directly addresses the intersection of AI and K-12 education by examining its impact on teachers, aligning with all three keywords thematically and contextually.",AI in education; teacher roles; technology integration; educational transformation; future of teaching,0.95
Teachers' trust in AI‐powered educational technology and a professional development program to improve it,T Nazaretsky; M Ariely; M Cukurova,2022.0,503,"T Nazaretsky, M Ariely, M Cukurova…",https://bera-journals.onlinelibrary.wiley.com/doi/abs/10.1111/bjet.13232,"… In recent years, AI has been incorporated increasingly into K-12 education. However, little … of K-12 teachers towards the use and adoption of AI-powered Educational Technology (AI-…",0.9,"The paper directly addresses AI integration in K-12 education through the lens of teacher trust and professional development, aligning perfectly with all three keyword components.",AI-powered educational technology; K-12 teacher adoption; professional development programs; trust in AI systems; educational technology implementation,0.95
"AI as a Supplement, not a Replacement: Benefits and Boundaries in K-12 Education",R Khazanchi; P Khazanchi,2025.0,0,"R Khazanchi, P Khazanchi",https://www.learntechlib.org/p/225590/,"… Implementation of AI-based systems in K-12 education presents several challenges and limitations. Economically disadvantaged students, particularly those in rural or suburban areas, …",0.9,"The paper directly addresses AI implementation in K-12 education, focusing on benefits, boundaries, and equity considerations, which aligns perfectly with all three keyword components.",AI in K-12 classrooms; Educational technology implementation; Equity in AI education access; AI as teaching supplement; Socioeconomic barriers,0.95
Artificial intelligence in compulsory K-12 computer science classrooms: A scalable professional development offer for computer science teachers,F Jetzinger; T Michaeli,2024.0,21,"F Jetzinger, S Baumer, T Michaeli",https://dl.acm.org/doi/abs/10.1145/3626252.3630782,"… AI in K-12 education, various teaching approaches and materials have been developed in recent years, and the topic is being introduced into K-12 … AI into mandatory K-12 CS education …",0.9,"The paper directly addresses the integration of artificial intelligence into K-12 education, focusing on professional development for computer science teachers, which aligns perfectly with the keyword topics.",K-12 education; artificial intelligence; computer science education; teacher professional development; curriculum integration,0.95
A framework for inclusive AI learning design for diverse learners,Y Song; LR Weisberg; S Zhang; X Tian,2024.0,88,"Y Song, LR Weisberg, S Zhang, X Tian…",https://www.sciencedirect.com/science/article/pii/S2666920X24000134,"… importance of integrating AI as learning content in K-12. Despite the recent efforts in developing AI curricula and guiding frameworks in AI education, the educational opportunities often …",0.9,"The paper directly addresses AI integration as learning content in K-12 education, aligning perfectly with all three keywords through its focus on curriculum design and inclusive pedagogical frameworks.",AI curriculum development; K-12 AI education frameworks; inclusive learning design; educational equity in AI; pedagogical integration of AI,0.95
A self-determination theory (SDT) design approach for inclusive and diverse artificial intelligence (AI) education,Q Xia; TKF Chiu; M Lee; IT Sanusi; Y Dai,2022.0,435,"Q Xia, TKF Chiu, M Lee, IT Sanusi, Y Dai…",https://www.sciencedirect.com/science/article/pii/S0360131522001531,… of artificial intelligence (AI) as a subject in K-12 education is … inclusion and diversity of education. Self-determination theory … and achievement level) affect AI learning at secondary …,0.9,"The paper directly addresses AI education within K-12 settings, focusing on inclusive pedagogical design using self-determination theory, which aligns perfectly with the keyword's core themes.",K-12 AI education; inclusive pedagogy; self-determination theory; secondary education learning outcomes; diversity in STEM education,0.95
"Unpacking approaches to learning and teaching machine learning in K-12 Education: Transparency, ethics, and design activities",L Morales-Navarro; YB Kafai,2024.0,12,"L Morales-Navarro, YB Kafai",https://dl.acm.org/doi/abs/10.1145/3677619.3678117,"… In this conceptual paper, we review existing literature on artificial intelligence/machine learning (AI/ML) education to identify three approaches to how learning and teaching ML could be …",0.9,"The paper directly addresses AI/ML education within K-12 settings, focusing on pedagogical approaches and ethical considerations, which aligns perfectly with the keyword's scope.",K-12 machine learning education; AI ethics in education; teaching methodologies for AI; transparency in AI education; design activities for ML learning,0.95
AI in the K-12 Mathematics Classroom: An Ethical Study of Artificial Intelligence in Education,,2024.0,1,R Peterson,https://search.proquest.com/openview/b4cfc80b6e03a2cd920061fba727c8ae/1?pq-origsite=gscholar&cbl=18750&diss=y,"… surrounding the use of artificial intelligence (AI) in K-12 mathematics education. AI, for the … of automated artificially intelligent systems in educational settings from a Kantian framework…",0.9,"The paper directly addresses AI in K-12 education, specifically in mathematics, aligning with all three keywords through its focus on ethical implications and practical applications.",K-12 mathematics education; artificial intelligence ethics; Kantian ethical framework; automated AI systems in classrooms; AI integration in curriculum,0.95
Advancing Pedagogical Innovation: Integrating Design Fiction into AI Education,,2024.0,2,L Li,https://ojs.scholarsportal.info/ontariotechu/index.php/dll/article/view/278,"… Despite significant progress, AI education for K-12 faces numerous contemporary challenges. These include addressing initial teacher and student apprehension, enhancing deep …",0.9,"The paper directly addresses AI education in K-12 settings, focusing on pedagogical innovation to overcome challenges like teacher and student apprehension, which aligns perfectly with the keyword's scope.",K-12 AI education; pedagogical innovation; design fiction integration; teacher and student apprehension; deep learning enhancement,0.95
Artificial intelligence literacy education in primary schools: a review,J Su,2025.0,7,"IHY Yim, J Su",https://link.springer.com/article/10.1007/s10798-025-09979-w,"… AI literacy education at the primary school level. This study aims to offer a comprehensive overview of what constitutes AI literacy education … assessment methods, educational outcomes, …",0.9,"The paper directly addresses AI literacy education in primary schools, which is a core component of K12 education and intersects explicitly with AI and education.",AI literacy education; primary school level; assessment methods; educational outcomes; comprehensive overview,0.95
A review of the state-of-art of the use of machine-learning and artificial intelligence by educational portals and oer repositories (white paper),IA Chounta,2018.0,15,IA Chounta,https://www.researchgate.net/profile/Irene-Angelica-Chounta/publication/329035076_A_review_of_the_state-of-art_of_the_use_of_Machine-Learning_and_Artificial_Intelligence_by_educational_portals_and_OER_repositories_white_paper/links/5bf290ec4585150b2bc16e29/A-review-of-the-state-of-art-of-the-use-of-Machine-Learning-and-Artificial-Intelligence-by-educational-portals-and-OER-repositories-white-paper.pdf,"… Resources (OER) and educational portals aiming to support K-12 education. To that end, … historical overview of Artificial Intelligence (AI) and Machine Learning (ML) in education and an …",0.9,"The paper directly focuses on the application of AI and machine learning in K-12 educational contexts through its analysis of educational portals and OER repositories, aligning perfectly with all three keywords.",K-12 education support; Artificial Intelligence in education; Machine Learning applications; Educational portals; OER repositories,0.95
A conceptual framework for human–AI hybrid adaptivity in education,K Holstein; V Aleven; N Rummel,2020.0,202,"K Holstein, V Aleven, N Rummel",https://link.springer.com/chapter/10.1007/978-3-030-52237-7_20,"… For instance, recent work indicates that in K-12 classrooms using AI tutoring software, the sequence of educational activities students receive is often driven by a combination of AI-…",0.9,"The paper directly addresses AI in K-12 education through its conceptual framework for human-AI hybrid adaptivity, explicitly referencing AI tutoring software in K-12 classrooms.",AI tutoring software; K-12 classrooms; human-AI hybrid adaptivity; educational activity sequencing; adaptive learning systems,0.95
Investigating the use of deep learning and implicit feedback in K12 educational recommender systems,W Van Den Noortgate,2023.0,5,"SM Bhatt, W Van Den Noortgate…",https://ieeexplore.ieee.org/abstract/document/10119215/,… recommender algorithms in K12 educational recommender systems. … in K12 educational recommender systems. 3. We investigate the utility of implicit feedback in K12 educational …,0.9,"The paper directly focuses on K12 education and employs AI (deep learning) in educational recommender systems, aligning perfectly with all three keywords.",K12 educational recommender systems; deep learning algorithms; implicit feedback in education; AI-driven educational tools; personalized learning technology,0.95
Does any AI-based activity contribute to develop AI conception? a case study with italian fifth and sixth grade classes,M Baldoni; C Baroglio,2024.0,6,"M Baldoni, C Baroglio, M Bucciarelli…",https://ojs.aaai.org/index.php/AAAI/article/view/30350,"… To fill in this gap, a number of educational AI-tools have been made available to teachers … teaching AI to K12 students. The project identifies “five big ideas” of AI that every K12 student …",0.9,"The paper directly focuses on AI education for K12 students, using educational AI-tools and curriculum frameworks aligned with the keywords.",AI education; K12 curriculum; educational AI-tools; AI conception development; case study methodology,0.95
A self-efficacy theory-based study on the teachers' readiness to teach artificial intelligence in public schools in Sri Lanka,C Rajapakse,2024.0,11,"C Rajapakse, W Ariyarathna, S Selvakan",https://dl.acm.org/doi/abs/10.1145/3691354,"… [41] closely aligns with the present research and offers a comprehensive examination of teacher readiness for K-12 AI education. They emphasise, along with other researchers, the …",0.9,"The paper directly addresses K-12 AI education by examining teacher readiness in public schools, aligning with all three keywords through its focus on educational implementation, artificial intelligence curriculum, and the K-12 context.",teacher readiness; K-12 AI education; self-efficacy theory; public school implementation; artificial intelligence curriculum,0.95
A conceptual framework for human–AI hybrid adaptivity in education,K Holstein; V Aleven; N Rummel,2020.0,202,"K Holstein, V Aleven, N Rummel",https://link.springer.com/chapter/10.1007/978-3-030-52237-7_20,"… For instance, recent work indicates that in K-12 classrooms using AI tutoring software, the sequence of educational activities students receive is often driven by a combination of AI-…",0.9,"The paper directly addresses AI applications in K-12 education through its conceptual framework for human-AI hybrid adaptivity, with explicit reference to AI tutoring software in K-12 classrooms.",AI tutoring systems; K-12 education adaptivity; human-AI collaboration; educational activity sequencing; conceptual framework for AI in education,0.95
Investigating the use of deep learning and implicit feedback in K12 educational recommender systems,W Van Den Noortgate,2023.0,5,"SM Bhatt, W Van Den Noortgate…",https://ieeexplore.ieee.org/abstract/document/10119215/,… recommender algorithms in K12 educational recommender systems. … in K12 educational recommender systems. 3. We investigate the utility of implicit feedback in K12 educational …,0.9,"The paper directly focuses on K12 education and employs AI (deep learning) in educational recommender systems, aligning perfectly with the keyword's scope and application domain.",K12 education; deep learning; recommender systems; implicit feedback; educational technology,0.95
Does any AI-based activity contribute to develop AI conception? a case study with italian fifth and sixth grade classes,M Baldoni; C Baroglio,2024.0,6,"M Baldoni, C Baroglio, M Bucciarelli…",https://ojs.aaai.org/index.php/AAAI/article/view/30350,"… To fill in this gap, a number of educational AI-tools have been made available to teachers … teaching AI to K12 students. The project identifies “five big ideas” of AI that every K12 student …",0.9,"The paper directly focuses on AI education for K12 students, using educational AI-tools and curriculum frameworks aligned with the specified keywords.",AI education; K12 curriculum; educational AI-tools; AI conception development; case study methodology,0.95
Tooee: A novel scratch extension for K-12 big data and artificial intelligence education using text-based visual blocks,Y Park; Y Shin,2021.0,37,"Y Park, Y Shin",https://ieeexplore.ieee.org/abstract/document/9599669/,… can help K-12 students create their big data and AI … educational environments (Section V). • In order to verify that our extension is suitable for big data and artificial intelligence education …,0.9,"The paper directly focuses on developing an educational tool (Tooee) using visual blocks to teach AI and big data concepts specifically for K-12 students, aligning perfectly with all three keywords.",K-12 AI education; scratch extension for teaching; big data and AI concepts; text-based visual blocks; educational tool development,0.95
Adoption of Artificial Intelligence in Personalising E-Learning: A Helping Hand for K-12 Teachers,AV Rukadikar; K Khandelwal,2023.0,1,"AV Rukadikar, K Khandelwal",https://ieeexplore.ieee.org/abstract/document/10428508/,… intelligence (AI) could benefit K–12 teachers by personalising e… of AI in the education sector. The focused group discussion approach was employed to collect the data. A total of 36 K-12 …,0.9,"The paper directly addresses the use of AI for personalizing e-learning in K-12 education, with explicit focus on teachers and empirical methodology.",AI in education; K-12 teacher support; e-learning personalization; focused group discussions; educational technology adoption,0.95
A snapshot of the evolving landscape of artificial intelligence in education.,J Niewint-Gori,2023.0,7,J Niewint-Gori,https://ceur-ws.org/Vol-3486/92.pdf,"… the various ways in which AI can support education, the potential … landscapes of AI as a component of education systems. … artificial intelligence and robots in postdigital K-12 education. …",0.9,"The paper explicitly addresses artificial intelligence in K-12 education, as indicated by its abstract discussing AI and robots in postdigital K-12 education, directly aligning with all three keyword components.",AI in K-12 education; robotics in education; postdigital education systems; AI-supported learning; educational technology integration,0.95
Learning About AI: A Systematic Review of Reviews on AI Literacy,S Zhang,2025.0,1,"S Zhang, P Ganapathy Prasad…",https://journals.sagepub.com/doi/abs/10.1177/07356331251342081,… on K-12 education. While there is an emerging trend and increasing attention to AI education in PreK-12—partly due to research highlighting the importance of introducing AI concepts …,0.9,"The paper directly focuses on AI literacy in K-12 education, with explicit mention of PreK-12 contexts and the importance of introducing AI concepts, aligning perfectly with the keyword's scope.",AI literacy; K-12 education; systematic review; PreK-12 AI concepts; AI education trends,0.95
Build-a-bot: teaching conversational ai using a transformer-based intent recognition and question answering architecture,K Pearce; S Alghowinem; C Breazeal,2023.0,33,"K Pearce, S Alghowinem, C Breazeal",https://ojs.aaai.org/index.php/AAAI/article/view/26903,… proposes a tool for AI education that would allow … AI curriculum based on ”big ideas” that every K12 students should know about AI based on consultations with both AI experts and K-12 …,0.9,"The paper directly focuses on developing an AI education tool for K-12 students, explicitly addressing AI curriculum and pedagogical methods for this demographic.",K-12 AI education; conversational AI pedagogy; transformer-based intent recognition; AI curriculum design; question answering architecture,0.95
Large language models for education: A survey and outlook,S Wang; T Xu; H Li; C Zhang; J Tang,2024.0,178,"S Wang, T Xu, H Li, C Zhang, J Liang, J Tang…",https://arxiv.org/abs/2403.18105,"… , artificial intelligence (AI) for education has received a great deal of interest and has been applied in various educational … A systematic review of ChatGPT use in K-12 education. …",0.9,"The paper directly addresses AI applications in education with explicit focus on K-12 through its systematic review of ChatGPT use, aligning perfectly with all three keyword components.",large language models; AI in education; ChatGPT applications; K-12 educational technology; systematic review,0.95
Advancing Research on Equitable AI Education Through a Focus on Implementation: Insights from a Middle School Computer Vision Module Beta-Test,,2025.0,0,"CA Bosch, MC Gustafson-Quiett, SA Hegly…",https://ojs.aaai.org/index.php/AAAI/article/view/35184,"… Reviews of current AI literacy initiatives in K-12 education show that more attention to … understandings of AI education. In their 2022 paper, Yue et al. found that most AI literacy studies …",0.9,"The paper directly addresses AI literacy initiatives in K-12 education, specifically through a middle school computer vision module, aligning perfectly with the keyword's focus on K12 education and AI in education.",AI literacy; K-12 education; computer vision; implementation research; equitable AI education,0.95
Embracing ChatGPT in the evolving landscape of mathematics teacher education and assessment,CS York,2024.0,8,"A Hodge-Zickerman, CS York",https://www.learntechlib.org/primary/p/223928/ebook_223928.pdf#page=117,"… in the domain of mathematics education, the emergence of generative Artificial Intelligence (AI) has … The concern spans from K12 education and how this impacts K12 mathematics …",0.9,"The paper directly addresses K12 mathematics education and the integration of generative AI (specifically ChatGPT), aligning closely with all three keywords through its focus on AI applications in educational contexts.",K12 mathematics education; generative AI in education; teacher education; assessment; ChatGPT integration,0.95
Employing adaptive learning and intelligent tutoring robots for virtual classrooms and smart campuses: reforming education in the age of artificial intelligence,,2022.0,711,A Alam,https://link.springer.com/chapter/10.1007/978-981-19-2980-9_32,… -Squirrel AI [12] are concentrating their efforts on K12 tutoring and English tutoring. Instructors will have more time to devote to providing humanistic care rather than administrative …,0.9,The paper directly addresses K12 education through AI-driven tutoring systems like Squirrel AI and discusses broader educational reforms using artificial intelligence in virtual classrooms.,K12 tutoring; adaptive learning; intelligent tutoring robots; AI in education; virtual classrooms,0.95
Harnessing the Power of AI to Education,KG Srinivasa; M Kurni; K Saritha,2022.0,174,"KG Srinivasa, M Kurni, K Saritha",https://link.springer.com/chapter/10.1007/978-981-19-6734-4_13,… Cognii: Cognii is a company that develops AI-based learning solutions for K-12 and higher education institutions and corporations. Its virtual learning assistant uses conversational …,0.9,"The paper directly addresses AI applications in K-12 education through Cognii's virtual learning assistant, demonstrating clear alignment with all three keywords.",AI-based learning solutions; K-12 education; virtual learning assistant; conversational AI; educational technology,0.95
Investigating changes in teachers' perceptions about artificial intelligence after virtual professional development,S Jayasuriya,2022.0,9,"T Kurz, S Jayasuriya, K Swisher, J Mativo…",https://www.learntechlib.org/p/221764/,"… Artificial intelligence is impacting society on a very large scale and should be included in K-12 educational … In relation to K-12 students, we recommend expanding AI opportunities …",0.9,"The paper directly addresses K-12 education and AI integration, focusing on teacher professional development to enhance AI education in schools.",K-12 education; artificial intelligence; teacher professional development; AI curriculum integration; educational technology,0.95
Work in Progress: Rubrics to Assess Learning Effectiveness of Artificial Intelligence Education for K-12,D Saito; H Washizaki,2024.0,1,"T Kobara, D Saito, H Washizaki…",https://ieeexplore.ieee.org/abstract/document/10500453/,"… However, few attempts to evaluate the learning effectiveness of AI education have … AI education for K-12 students. After creating rubrics, we held an educational workshop on AI for K-12 …",0.9,"The paper directly addresses AI education for K-12 students by developing rubrics to assess learning effectiveness, aligning perfectly with all three keywords.",K-12 AI education; learning effectiveness assessment; educational rubrics; AI workshop implementation; curriculum evaluation,0.95
Generative AI for culturally responsive science assessment: A conceptual framework,M Nyaaba; X Zhai,2024.0,9,"M Nyaaba, X Zhai, MZ Faison",https://www.researchgate.net/profile/Matthew-Nyaaba/publication/386351429_Generative_AI_for_Culturally_Responsive_Science_Assessment_A_Conceptual_Framework/links/67a778fe4c479b26c9da01fe/Generative-AI-for-Culturally-Responsive-Science-Assessment-A-Conceptual-Framework.pdf,… This study presents a novel approach to the automatic generation of cultural and context‑specific science assessments items for K‑12 education using generative AI (GenAI). We first …,0.9,"The paper directly focuses on using generative AI to create science assessments for K-12 education, aligning perfectly with all three keywords.",generative AI; K-12 science assessment; culturally responsive education; automatic item generation; educational technology,0.95
The digital frontier: Envisioning future technologies impact on the classroom,SM Leahy; F Ward,2019.0,170,"SM Leahy, C Holland, F Ward",https://www.sciencedirect.com/science/article/pii/S0016328718304166,"… education system. This study adopted a futures studies methodological approach to explore how K-12 educational … of augmented reality technologies, artificial intelligence, and smart …",0.9,"The paper directly addresses K-12 education and explicitly includes artificial intelligence as a key technology, with clear thematic alignment to the intersection of AI and education.",K-12 education; artificial intelligence; augmented reality; future technologies; classroom impact,0.95
A self-efficacy theory-based study on the teachers' readiness to teach artificial intelligence in public schools in Sri Lanka,C Rajapakse,2024.0,11,"C Rajapakse, W Ariyarathna, S Selvakan",https://dl.acm.org/doi/abs/10.1145/3691354,"… [41] closely aligns with the present research and offers a comprehensive examination of teacher readiness for K-12 AI education. They emphasise, along with other researchers, the …",0.9,"The paper directly addresses K-12 AI education by examining teacher readiness in public schools, aligning with all three keywords through its focus on educational implementation, artificial intelligence curriculum, and the K-12 context.",teacher readiness; K-12 AI education; self-efficacy theory; public school implementation; artificial intelligence curriculum,0.95
Combining Log Data and Collaborative Dialogue Features to Predict Project Quality in Middle School AI Education,C Borchers; X Tian; KE Boyer; M Israel,2025.0,1,"C Borchers, X Tian, KE Boyer, M Israel",https://arxiv.org/abs/2506.11326,"… learning in K-12 AI education, highlighting that predicting linguistic quality in this context presents unique challenges and opportunities compared to traditional educational data mining …",0.9,"The paper directly addresses K-12 AI education by analyzing project quality prediction in middle school settings, aligning with all three keywords through its focus on educational applications of AI in K-12 contexts.",K-12 AI education; educational data mining; collaborative dialogue analysis; project quality prediction; middle school learning,0.95
A versatile low-cost kit for teaching novice learners ai using robotics components and a no-code development playground,A Lin; A Salonen; H Vartiainen,2025.0,2,"A Lin, A Salonen, N Pope, H Vartiainen…",https://ojs.aaai.org/index.php/AAAI/article/view/35189,"… To provide an alternative to the platforms above, we have developed an AI education platform designed for K– 12 children to learn ML concepts through hands-on robotics projects. The …",0.9,"The paper directly focuses on an AI education platform designed for K-12 students, using robotics and no-code tools to teach machine learning concepts, aligning perfectly with the keyword topics.",K-12 AI education; machine learning for beginners; robotics in education; no-code development; hands-on learning,0.95
Artificial intelligence in education,W Holmes,2020.0,928,W Holmes,,,0.9,"The paper's title and abstract directly address artificial intelligence in education, which inherently includes K12 education as a core application domain and aligns perfectly with the research keyword.",artificial intelligence; education technology; learning systems; educational applications; AI integration,0.95
AI-based adaptive personalized content presentation and exercises navigation for an effective and engaging E-learning platform,WS Sayed,2023.0,155,"WS Sayed, AM Noeman, A Abdellatif…",https://link.springer.com/article/10.1007/s11042-022-13076-8,"… Education is a main factor in the development, economic advance and welfare of communities [20]. Early stages of K-12 education are particularly important in acquiring the learning …",0.9,"The paper directly addresses K-12 education in its abstract and focuses on AI-driven adaptive learning methods for e-learning platforms, aligning strongly with all three keywords.",AI-based adaptive learning; personalized content presentation; K-12 education effectiveness; e-learning engagement; exercises navigation,0.95
Revolutionizing education with AI: Exploring the transformative potential of ChatGPT.,T Adiguzel; MH Kaya; FK Cansu,2023.0,1029,"T Adiguzel, MH Kaya, FK Cansu",https://eric.ed.gov/?id=EJ1395102,"… of AI technologies, their potential applications in education, and … like ChatGPT, their use in education raises important ethical and … artificial intelligence (AI) K-12 education. Computers & …",0.9,"The paper directly addresses AI applications in K-12 education through the lens of ChatGPT, with explicit thematic alignment and domain-specific focus.",AI in education; ChatGPT applications; K-12 education transformation; Ethical considerations; Educational technology integration,0.95
Foundations of autonomous vehicles: a curriculum model for developing competencies in artificial intelligence and the internet of things for grades 7–10,E Buxton; E Javadi,2024.0,6,"E Buxton, E Javadi, M Hagaman",https://ojs.aaai.org/index.php/AAAI/article/view/30375,… ) are working to incorporate AI learning outcomes in their K12 curricula1. All states and all … It is essential for K12 education to adequately prepare students to be citizens in an AI-driven …,0.9,"The paper directly addresses K12 education by proposing a curriculum model for grades 7-10 focused on AI competencies, explicitly linking AI to educational outcomes in K12 settings.",K12 curriculum development; artificial intelligence education; autonomous vehicles as learning context; grade 7-10 competency building; AI-driven citizenship preparation,0.95
Factors that predict teachers' intentions to utilize emerging technologies: An investigation using PLS-SEM,C Frawley; LO Campbell,2025.0,4,"C Frawley, LO Campbell",https://link.springer.com/article/10.1007/s10639-024-12796-8,… control) that contributed to K-12 teachers’ intentions to adopt and … Teachers in the United States (N = 296) in K-12 education … education settings is generative Artificial Intelligence (AI). …,0.9,"The paper directly investigates K-12 teachers' intentions to adopt generative AI technologies in education, aligning precisely with all three keywords.",K-12 education; AI adoption; teacher intentions; technology integration; generative AI,0.95
Development of Personalised Educational Tools for AI Literacy Using Participatory Design,M Kasinidou,2024.0,5,M Kasinidou,https://dl.acm.org/doi/abs/10.1145/3631700.3664917,"… tions of AI. Finally, this project aims to identify the best practices for developing personalised educational tools for AI literacy … and related concepts, especially tailored for K-12 students. …",0.9,"The paper directly focuses on developing AI literacy tools specifically for K-12 students, aligning perfectly with all three keywords through its educational context, AI content, and K-12 target audience.",AI literacy; K-12 education; personalized educational tools; participatory design; AI concepts,0.95
Generative AI in K12: Analytics from early adoption,B Bolender,2024.0,2,"B Bolender, S Vispoel, G Converse…",https://dergipark.org.tr/en/pub/epod/article/1539710,"… at a use case of a K-12 educational service center in Texas that … educational trends and the introduction of technology-enhanced items (TEIs). The next question is, can a customized AI …",0.9,"The paper directly addresses K12 education through its case study in Texas and explicitly focuses on AI applications, specifically generative AI and technology-enhanced items, within educational contexts.",Generative AI; K12 education; educational technology; technology-enhanced items; early adoption analytics,0.95
Why and what to teach: AI curriculum for elementary school,Y Jang; S Choi; H Jung,2021.0,155,"S Kim, Y Jang, W Kim, S Choi, H Jung, S Kim…",https://ojs.aaai.org/index.php/AAAI/article/view/17833,"… A blind application of higher education AI curriculum is inadequate to meet the educational … We also hope to develop an AI education curriculum for the entire K-12, expanding from this …",0.9,"The paper directly addresses AI curriculum development for K-12 education, explicitly targeting elementary levels and expressing intent to expand across all K-12 grades, with clear thematic alignment to AI in education.",AI curriculum design; K-12 education adaptation; elementary school AI education; curriculum scalability; educational adequacy,0.95
Building Capacity for K-12 AI Education: A Non-Computer Science Teacher's Experience,D Boulden; J Uchidiuno; J Vandenberg,2025.0,0,"D Boulden, J Uchidiuno, J Vandenberg…",https://repository.isls.org/handle/1/11317,… There is a growing recognition in K-12 education of the importance of artificial intelligence (AI) literacy to help students navigate and shape an AI-driven world thoughtfully and …,0.9,"The paper directly addresses K-12 AI education, focusing on teacher capacity building and AI literacy, which aligns perfectly with the keyword's components of K12 education, AI, and education.",K-12 AI education; AI literacy; teacher professional development; non-CS teacher integration; AI-driven curriculum,0.95
